70, Female, Meghalaya, 6857177368, 160.65 cm, 65.18 kg
43, Female, Arunachal Pradesh, 8667577814, 147.42 cm, 70.82 kg
88, Female, Goa, 8767555773, 172.73 cm, 67.73 kg
78, Male, Himachal Pradesh, 6261526576, 169.35 cm, 80.11 kg
28, Female, Gujarat, 7823361434, 149.31 cm, 73.45 kg
64, Male, Kerala, 6634864113, 166.59 cm, 65.63 kg
32, Male, Sikkim, 9152224474, 152.35 cm, 67.65 kg
50, Male, Tripura, 6433357351, 155.88 cm, 70.48 kg
31, Male, West Bengal, 8656826527, 154.15 cm, 67.62 kg
9, Male, Madhya Pradesh, 6844383246, 173.66 cm, 69.23 kg
19, Male, Tripura, 9131324155, 160.62 cm, 68.77 kg
38, Female, Gujarat, 9876782385, 154.28 cm, 69.95 kg
51, Female, Tamil Nadu, 6373832323, 163.13 cm, 71.99 kg
29, Female, Meghalaya, 9886871844, 168.44 cm, 75.75 kg
82, Male, Haryana, 7787541852, 176.96 cm, 71.46 kg
71, Male, Kerala, 6741667271, 170.22 cm, 73.28 kg
64, Female, Meghalaya, 8288311684, 170.91 cm, 68.44 kg
74, Female, Jharkhand, 6167764238, 159.04 cm, 67.93 kg
52, Male, Bihar, 8335532412, 152.99 cm, 67.26 kg
93, Female, Karnataka, 8723722553, 146.53 cm, 69.41 kg
74, Male, Nagaland, 8828222822, 154.58 cm, 74.28 kg
8, Female, Tripura, 9314453428, 152.33 cm, 74.79 kg
33, Female, Jharkhand, 7838567682, 167.78 cm, 64.15 kg
48, Female, Karnataka, 7447463136, 163.0 cm, 67.71 kg
21, Male, Tripura, 6825711824, 139.7 cm, 72.03 kg
4, Female, Madhya Pradesh, 7157111136, 162.29 cm, 63.28 kg
29, Male, Uttarakhand, 9282687863, 168.86 cm, 71.58 kg
42, Male, Sikkim, 9652588881, 158.57 cm, 65.93 kg
96, Female, Odisha, 9524842588, 154.93 cm, 70.03 kg
71, Male, Jharkhand, 8851838865, 162.88 cm, 71.96 kg
51, Female, Goa, 6666634225, 158.04 cm, 72.93 kg
73, Male, Assam, 8615355875, 175.49 cm, 69.93 kg
47, Female, Arunachal Pradesh, 8442168142, 149.15 cm, 65.92 kg
60, Male, Chhattisgarh, 6324553166, 166.3 cm, 76.07 kg
3, Female, Uttarakhand, 8446771352, 153.98 cm, 63.26 kg
72, Female, Assam, 8118363551, 146.95 cm, 66.29 kg
37, Male, Chhattisgarh, 8347472716, 147.61 cm, 76.15 kg
42, Female, Himachal Pradesh, 8688568815, 154.8 cm, 75.14 kg
85, Female, Gujarat, 7717741555, 179.31 cm, 66.46 kg
84, Male, Himachal Pradesh, 6636636356, 163.2 cm, 62.77 kg
39, Male, Jharkhand, 6618358567, 153.63 cm, 75.58 kg
92, Female, Himachal Pradesh, 6653658415, 172.54 cm, 69.28 kg
5, Male, Goa, 7372372855, 165.77 cm, 73.06 kg
94, Female, Assam, 9368627737, 167.47 cm, 72.29 kg
87, Female, Andhra Pradesh, 7436441847, 148.11 cm, 64.73 kg
7, Female, Tripura, 8573526535, 163.05 cm, 67.09 kg
64, Male, Meghalaya, 8664444514, 135.91 cm, 60.63 kg
74, Female, Maharashtra, 8177274557, 184.21 cm, 68.03 kg
94, Male, Manipur, 9842517847, 180.11 cm, 71.57 kg
5, Male, Tripura, 9767433724, 149.77 cm, 73.14 kg
26, Female, Goa, 9831431621, 155.62 cm, 71.53 kg
64, Male, Karnataka, 9226788276, 170.36 cm, 67.79 kg
17, Male, Jharkhand, 7786145737, 163.96 cm, 71.92 kg
19, Female, Uttarakhand, 7452756648, 167.75 cm, 75.56 kg
86, Male, Assam, 6446356712, 151.23 cm, 54.65 kg
33, Male, Kerala, 7862483845, 154.77 cm, 77.28 kg
22, Female, Manipur, 8736265376, 164.9 cm, 71.32 kg
9, Male, Haryana, 7822664148, 169.23 cm, 71.74 kg
69, Female, Sikkim, 9255222623, 149.8 cm, 62.07 kg
35, Female, Telangana, 9215345466, 161.25 cm, 67.36 kg
42, Male, Meghalaya, 8853766523, 161.99 cm, 65.75 kg
11, Male, Kerala, 9883363165, 169.38 cm, 75.68 kg
7, Female, Manipur, 7531637463, 162.51 cm, 57.92 kg
19, Female, Rajasthan, 8224533327, 152.44 cm, 73.46 kg
42, Male, Rajasthan, 8635751352, 150.0 cm, 73.53 kg
95, Male, Tamil Nadu, 7772782757, 162.8 cm, 72.81 kg
4, Female, Manipur, 9161546524, 151.55 cm, 68.97 kg
76, Male, Odisha, 9371142751, 162.27 cm, 70.4 kg
41, Female, Sikkim, 9412443768, 164.75 cm, 73.51 kg
52, Female, Meghalaya, 6142424575, 170.12 cm, 71.58 kg
95, Male, Odisha, 7844267672, 171.32 cm, 78.9 kg
61, Female, Goa, 6463227241, 151.6 cm, 69.88 kg
32, Male, Gujarat, 9556612682, 158.39 cm, 65.67 kg
5, Male, Jharkhand, 7386751728, 151.57 cm, 76.82 kg
18, Female, Mizoram, 8623213665, 161.21 cm, 72.26 kg
20, Male, Andhra Pradesh, 7443172145, 166.6 cm, 63.33 kg
41, Female, Tripura, 7173821116, 149.65 cm, 68.92 kg
46, Female, Uttarakhand, 6462222883, 150.96 cm, 82.74 kg
35, Male, Karnataka, 8223178185, 160.07 cm, 65.07 kg
14, Female, Tamil Nadu, 9778723727, 156.57 cm, 67.09 kg
39, Male, Assam, 9216622255, 155.96 cm, 59.32 kg
96, Male, Uttar Pradesh, 7418522326, 157.45 cm, 66.28 kg
76, Female, Jharkhand, 9662544127, 152.77 cm, 67.34 kg
82, Male, Tripura, 7612374431, 143.5 cm, 64.03 kg
75, Male, Manipur, 6767834684, 169.27 cm, 77.69 kg
10, Female, Maharashtra, 7852367876, 178.17 cm, 67.23 kg
59, Female, Punjab, 8228571816, 163.43 cm, 64.09 kg
25, Female, Bihar, 9351463746, 143.95 cm, 67.01 kg
81, Female, Uttarakhand, 7828217132, 168.95 cm, 71.28 kg
58, Male, Manipur, 7118457254, 137.05 cm, 65.11 kg
29, Female, Arunachal Pradesh, 9345453586, 145.76 cm, 70.11 kg
9, Female, West Bengal, 8216871724, 150.07 cm, 62.15 kg
65, Male, Odisha, 9852863682, 168.24 cm, 73.42 kg
34, Male, Tamil Nadu, 7288632457, 156.87 cm, 68.38 kg
2, Male, Himachal Pradesh, 8553343148, 149.65 cm, 71.71 kg
99, Female, Telangana, 6874235782, 150.47 cm, 70.01 kg
36, Female, Jharkhand, 6561315516, 169.42 cm, 66.03 kg
7, Male, Telangana, 8448755447, 156.13 cm, 66.61 kg
76, Female, Punjab, 8211171718, 152.33 cm, 74.43 kg
47, Female, Mizoram, 6581641185, 151.1 cm, 74.42 kg
59, Female, Himachal Pradesh, 7384262365, 161.89 cm, 70.34 kg
49, Male, Gujarat, 7367813875, 148.55 cm, 61.16 kg
25, Male, Uttar Pradesh, 8855676781, 160.09 cm, 65.74 kg
79, Female, Telangana, 9114625214, 146.38 cm, 62.45 kg
46, Female, Punjab, 6631652863, 186.41 cm, 65.77 kg
92, Female, Haryana, 6665153548, 168.76 cm, 69.56 kg
97, Male, Rajasthan, 9688331323, 152.78 cm, 78.11 kg
55, Female, Andhra Pradesh, 6734275268, 165.66 cm, 71.89 kg
12, Male, Karnataka, 9576686884, 172.5 cm, 75.64 kg
52, Male, Gujarat, 8176744546, 158.84 cm, 75.78 kg
51, Male, Madhya Pradesh, 7236115723, 144.05 cm, 74.23 kg
13, Female, Karnataka, 6578754678, 161.64 cm, 67.39 kg
12, Female, Nagaland, 6231814436, 154.98 cm, 64.29 kg
20, Female, Goa, 9183625142, 159.25 cm, 76.56 kg
40, Female, Uttarakhand, 9763261172, 149.85 cm, 78.29 kg
95, Male, Karnataka, 9833324541, 154.48 cm, 70.46 kg
68, Male, Uttar Pradesh, 7557534445, 183.47 cm, 73.53 kg
91, Male, Bihar, 8683243812, 161.18 cm, 72.58 kg
29, Male, Rajasthan, 9316673514, 164.93 cm, 76.78 kg
99, Female, Chhattisgarh, 9757452456, 172.8 cm, 75.71 kg
23, Male, Uttar Pradesh, 6452166155, 145.98 cm, 68.4 kg
28, Male, West Bengal, 6418574513, 154.01 cm, 75.85 kg
98, Female, Manipur, 8127427514, 160.38 cm, 81.76 kg
47, Male, Gujarat, 6165737227, 170.12 cm, 71.44 kg
7, Female, Andhra Pradesh, 8546841254, 172.75 cm, 73.38 kg
38, Male, Andhra Pradesh, 9555183464, 144.79 cm, 68.16 kg
48, Female, Kerala, 8657858761, 150.53 cm, 74.84 kg
81, Female, Goa, 9565458828, 141.22 cm, 65.22 kg
81, Male, Tripura, 6774118453, 150.37 cm, 65.3 kg
48, Female, West Bengal, 9268344636, 154.06 cm, 69.03 kg
16, Female, Uttarakhand, 7237465323, 167.12 cm, 75.13 kg
92, Male, Himachal Pradesh, 9316211643, 144.69 cm, 69.41 kg
93, Male, Gujarat, 9265766347, 153.01 cm, 69.95 kg
77, Female, Uttarakhand, 6878477875, 160.14 cm, 72.08 kg
92, Male, Himachal Pradesh, 6543546783, 140.75 cm, 63.85 kg
38, Male, Tripura, 8832243342, 155.55 cm, 62.25 kg
44, Male, Sikkim, 7541543383, 138.97 cm, 73.75 kg
91, Male, Tamil Nadu, 6437465243, 154.59 cm, 71.54 kg
19, Female, Rajasthan, 8261433484, 158.26 cm, 74.76 kg
90, Male, Karnataka, 9415137174, 150.8 cm, 76.72 kg
76, Female, Mizoram, 8316585357, 154.23 cm, 67.3 kg
10, Female, Sikkim, 9227713628, 156.13 cm, 70.55 kg
46, Male, Tripura, 8516553728, 153.02 cm, 69.58 kg
12, Male, Bihar, 7265258286, 164.57 cm, 69.31 kg
8, Female, Bihar, 7781282132, 155.1 cm, 73.65 kg
19, Female, Haryana, 6246351861, 153.77 cm, 70.23 kg
89, Male, Meghalaya, 9357337612, 169.82 cm, 65.54 kg
73, Male, Chhattisgarh, 6753527282, 155.43 cm, 63.66 kg
86, Female, Assam, 8588312261, 165.72 cm, 64.08 kg
32, Male, Assam, 9851651282, 162.14 cm, 76.51 kg
53, Male, Jharkhand, 7675431118, 146.7 cm, 69.42 kg
82, Male, Tamil Nadu, 8847848485, 154.21 cm, 64.17 kg
67, Male, Uttar Pradesh, 7251238871, 177.54 cm, 69.45 kg
41, Male, Assam, 9827786414, 155.42 cm, 66.2 kg
82, Male, Tripura, 6182565251, 155.55 cm, 68.55 kg
2, Male, Sikkim, 6223735218, 137.15 cm, 75.18 kg
87, Male, Uttarakhand, 9538561468, 160.35 cm, 62.26 kg
36, Male, Maharashtra, 8858662324, 159.3 cm, 76.15 kg
67, Female, Telangana, 7612666333, 158.33 cm, 69.85 kg
25, Female, Tamil Nadu, 9727771274, 160.57 cm, 62.4 kg
13, Male, Tripura, 7768122524, 159.23 cm, 69.64 kg
50, Female, Goa, 8343615127, 158.28 cm, 78.53 kg
19, Female, Manipur, 9168683227, 157.02 cm, 70.06 kg
34, Female, Kerala, 9584616826, 168.0 cm, 73.22 kg
84, Male, Karnataka, 9416416312, 164.46 cm, 68.07 kg
94, Female, Andhra Pradesh, 9634871551, 167.87 cm, 76.0 kg
99, Male, Manipur, 9417723584, 158.71 cm, 69.44 kg
82, Male, Madhya Pradesh, 9666837765, 131.89 cm, 74.63 kg
65, Female, Nagaland, 8725477266, 157.26 cm, 80.11 kg
29, Male, Assam, 9251173843, 164.04 cm, 63.5 kg
18, Female, Kerala, 9833445336, 157.6 cm, 67.42 kg
65, Male, Nagaland, 6824412886, 161.99 cm, 73.38 kg
44, Female, Nagaland, 8848145681, 162.53 cm, 71.99 kg
81, Male, Himachal Pradesh, 6835618562, 160.91 cm, 50.94 kg
86, Female, Tripura, 8387856216, 142.84 cm, 74.5 kg
96, Male, Sikkim, 7374112377, 171.38 cm, 62.64 kg
35, Male, Tamil Nadu, 9474648345, 155.42 cm, 67.27 kg
7, Male, Tripura, 9474132184, 156.24 cm, 73.35 kg
75, Female, Andhra Pradesh, 7834738581, 166.3 cm, 69.39 kg
5, Male, Goa, 6115534272, 168.43 cm, 67.1 kg
50, Female, Manipur, 8681735125, 177.28 cm, 71.27 kg
96, Female, Nagaland, 7835125655, 167.68 cm, 66.02 kg
16, Female, Goa, 8865364385, 164.53 cm, 73.3 kg
37, Male, Goa, 6851164185, 153.81 cm, 66.49 kg
88, Female, Meghalaya, 8514852388, 177.57 cm, 76.89 kg
86, Female, Sikkim, 9876251133, 159.09 cm, 74.03 kg
1, Male, Chhattisgarh, 8377885536, 170.94 cm, 64.68 kg
43, Female, Goa, 7883188578, 151.16 cm, 67.94 kg
85, Male, Karnataka, 9843756843, 153.35 cm, 63.52 kg
44, Female, Bihar, 6611877726, 173.86 cm, 77.71 kg
25, Male, Sikkim, 6834421158, 163.02 cm, 68.63 kg
36, Female, Karnataka, 9428667352, 151.38 cm, 74.12 kg
74, Female, Telangana, 7516777132, 158.86 cm, 68.94 kg
4, Female, Kerala, 9657436213, 155.87 cm, 58.64 kg
77, Female, Bihar, 9558538378, 161.51 cm, 75.91 kg
90, Female, Assam, 9626281836, 172.02 cm, 76.63 kg
50, Male, Jharkhand, 7681338167, 152.64 cm, 64.89 kg
4, Female, Chhattisgarh, 6248184448, 154.39 cm, 66.08 kg
43, Male, Jharkhand, 6541183332, 168.62 cm, 68.05 kg
34, Male, Assam, 9354348733, 162.72 cm, 79.23 kg
11, Female, Haryana, 8518342151, 157.07 cm, 70.45 kg
90, Female, Kerala, 8552328628, 168.34 cm, 64.32 kg
60, Male, Punjab, 9682335377, 146.2 cm, 74.3 kg
58, Female, Chhattisgarh, 8655525482, 167.53 cm, 68.2 kg
98, Male, Manipur, 8811863318, 168.19 cm, 65.73 kg
79, Female, Himachal Pradesh, 6488664226, 165.1 cm, 75.61 kg
25, Female, Manipur, 9772457188, 172.68 cm, 65.71 kg
67, Male, Mizoram, 6868543725, 134.73 cm, 69.12 kg
68, Female, Uttar Pradesh, 9361815484, 164.39 cm, 65.45 kg
54, Female, Goa, 9464156112, 164.8 cm, 71.37 kg
35, Male, Tamil Nadu, 7863872336, 155.09 cm, 67.61 kg
64, Female, Uttar Pradesh, 7632555521, 161.39 cm, 72.21 kg
20, Female, Goa, 8525451316, 168.06 cm, 70.18 kg
43, Male, Bihar, 8652148552, 176.93 cm, 63.19 kg
42, Male, Punjab, 6478681154, 172.31 cm, 65.82 kg
31, Male, Goa, 7755487458, 149.55 cm, 75.72 kg
20, Male, Arunachal Pradesh, 6673545748, 158.95 cm, 76.38 kg
61, Male, Himachal Pradesh, 7825417167, 162.48 cm, 63.3 kg
6, Male, Chhattisgarh, 8374272445, 172.84 cm, 75.94 kg
12, Male, Punjab, 9251832716, 148.53 cm, 72.86 kg
9, Female, Uttarakhand, 7112857648, 169.65 cm, 66.23 kg
97, Female, Chhattisgarh, 9485568752, 158.32 cm, 81.12 kg
59, Male, Jharkhand, 9462821537, 168.98 cm, 74.75 kg
54, Male, Bihar, 6846751715, 155.59 cm, 76.2 kg
30, Male, Manipur, 9811261238, 165.07 cm, 74.76 kg
38, Male, Himachal Pradesh, 9115668772, 159.31 cm, 63.44 kg
63, Male, Sikkim, 6345124655, 176.69 cm, 61.58 kg
26, Female, Nagaland, 7635717776, 147.12 cm, 75.67 kg
24, Female, Haryana, 9367117723, 160.89 cm, 66.53 kg
72, Male, Sikkim, 7861735176, 158.7 cm, 71.19 kg
32, Male, Karnataka, 9274843433, 157.77 cm, 66.22 kg
97, Male, Andhra Pradesh, 8752714876, 167.29 cm, 71.55 kg
98, Male, Mizoram, 7388835136, 161.34 cm, 74.42 kg
70, Male, Madhya Pradesh, 8368177712, 156.36 cm, 70.46 kg
72, Male, Karnataka, 7218132238, 155.11 cm, 70.26 kg
27, Male, Tamil Nadu, 8817542361, 142.75 cm, 70.27 kg
38, Female, Chhattisgarh, 9165144316, 159.97 cm, 63.22 kg
96, Male, Andhra Pradesh, 7132342562, 151.67 cm, 78.59 kg
46, Female, West Bengal, 7568614625, 154.02 cm, 62.66 kg
92, Female, Telangana, 8814838214, 152.19 cm, 69.9 kg
29, Male, Goa, 9643354584, 175.95 cm, 62.75 kg
78, Female, Telangana, 9235384773, 176.67 cm, 69.36 kg
58, Male, Gujarat, 7662836537, 177.35 cm, 73.94 kg
40, Male, Manipur, 9883216643, 149.36 cm, 78.59 kg
32, Female, Bihar, 9366252646, 151.95 cm, 59.06 kg
16, Female, Himachal Pradesh, 8378787111, 162.98 cm, 72.32 kg
75, Female, Tamil Nadu, 8733483715, 139.04 cm, 70.24 kg
40, Male, Nagaland, 8125234374, 148.66 cm, 76.24 kg
40, Male, Jharkhand, 6786128531, 146.23 cm, 64.05 kg
42, Male, Karnataka, 8331283744, 160.44 cm, 79.92 kg
16, Female, Goa, 6547736326, 146.48 cm, 78.08 kg
30, Male, Madhya Pradesh, 9187645862, 165.67 cm, 65.03 kg
16, Female, Rajasthan, 7823233335, 159.87 cm, 58.79 kg
44, Male, Uttar Pradesh, 7283467322, 155.98 cm, 68.69 kg
56, Female, Rajasthan, 9862221442, 171.68 cm, 74.6 kg
16, Female, Uttarakhand, 6851735327, 157.15 cm, 73.3 kg
36, Female, Tripura, 8435182171, 152.46 cm, 75.5 kg
35, Male, West Bengal, 6348173383, 172.13 cm, 71.85 kg
5, Female, Haryana, 7451155515, 168.03 cm, 71.57 kg
90, Male, Sikkim, 7316587734, 157.51 cm, 65.91 kg
36, Female, Tripura, 6214113835, 161.67 cm, 68.8 kg
81, Female, Gujarat, 7136131837, 161.46 cm, 75.62 kg
29, Female, Chhattisgarh, 6886715848, 159.24 cm, 67.58 kg
15, Female, Meghalaya, 6375541741, 156.93 cm, 74.51 kg
85, Male, Himachal Pradesh, 8275181271, 183.8 cm, 70.1 kg
49, Female, Meghalaya, 8188255374, 161.57 cm, 78.76 kg
21, Female, Bihar, 8677711873, 165.3 cm, 79.32 kg
46, Male, Telangana, 8536262282, 162.45 cm, 63.57 kg
63, Female, Himachal Pradesh, 7152436386, 150.61 cm, 69.53 kg
52, Female, Telangana, 7255633652, 156.49 cm, 70.56 kg
11, Female, Rajasthan, 9772248276, 150.99 cm, 68.55 kg
1, Female, Madhya Pradesh, 9676185125, 157.79 cm, 67.67 kg
55, Female, Mizoram, 6668828863, 152.25 cm, 70.03 kg
80, Female, West Bengal, 6437414324, 157.96 cm, 65.04 kg
79, Female, Gujarat, 8546535367, 157.53 cm, 63.42 kg
63, Male, Telangana, 9328428784, 150.2 cm, 76.18 kg
83, Female, Nagaland, 6248381225, 140.55 cm, 63.22 kg
28, Female, Andhra Pradesh, 6772158571, 167.43 cm, 65.57 kg
53, Male, Karnataka, 8546678431, 155.19 cm, 73.01 kg
88, Female, Nagaland, 7422645724, 164.8 cm, 67.04 kg
65, Female, Tripura, 6548773851, 165.15 cm, 61.95 kg
80, Male, Madhya Pradesh, 9234866315, 161.14 cm, 73.02 kg
43, Male, Goa, 8756564756, 148.91 cm, 74.2 kg
39, Female, Meghalaya, 6453347664, 169.07 cm, 69.93 kg
54, Male, Uttarakhand, 6526383215, 159.31 cm, 66.9 kg
89, Female, Uttar Pradesh, 9367362314, 161.1 cm, 70.13 kg
23, Female, Mizoram, 7384368235, 171.54 cm, 67.92 kg
73, Male, Jharkhand, 7128826844, 168.96 cm, 66.47 kg
14, Female, Haryana, 7513553766, 143.23 cm, 71.05 kg
26, Female, Nagaland, 9656122253, 142.19 cm, 67.91 kg
85, Female, Assam, 8445176288, 154.89 cm, 72.91 kg
63, Male, Uttar Pradesh, 9286687767, 138.67 cm, 77.75 kg
62, Female, Meghalaya, 7784727241, 170.91 cm, 70.23 kg
27, Female, Andhra Pradesh, 7144176476, 163.09 cm, 75.48 kg
73, Male, Kerala, 8538165685, 166.36 cm, 76.73 kg
4, Female, Chhattisgarh, 7151844838, 169.14 cm, 61.0 kg
27, Female, Chhattisgarh, 8422463311, 164.93 cm, 77.37 kg
86, Female, Mizoram, 8661465546, 151.87 cm, 74.09 kg
53, Female, Jharkhand, 9853284535, 175.06 cm, 78.42 kg
52, Male, Chhattisgarh, 9844328826, 152.47 cm, 67.38 kg
4, Male, West Bengal, 9212774457, 159.35 cm, 69.82 kg
48, Female, Haryana, 6436754865, 153.27 cm, 62.2 kg
26, Male, Kerala, 9631428232, 156.9 cm, 67.38 kg
11, Male, Jharkhand, 7467473234, 151.23 cm, 80.61 kg
83, Male, Himachal Pradesh, 6343812117, 170.91 cm, 64.88 kg
39, Male, West Bengal, 9623145571, 146.11 cm, 66.12 kg
46, Female, Mizoram, 6864562424, 159.01 cm, 56.92 kg
80, Male, Kerala, 6312563557, 158.41 cm, 72.93 kg
78, Female, Arunachal Pradesh, 7822263827, 146.35 cm, 68.83 kg
25, Female, Odisha, 9178781438, 147.62 cm, 70.66 kg
6, Male, Maharashtra, 8454635581, 152.33 cm, 74.81 kg
81, Female, Punjab, 9633852587, 165.37 cm, 68.98 kg
63, Male, Uttarakhand, 8155262873, 134.26 cm, 71.27 kg
34, Male, Jharkhand, 6235475711, 164.28 cm, 74.23 kg
6, Male, Haryana, 8525774453, 169.84 cm, 77.95 kg
64, Male, Chhattisgarh, 6718613184, 156.81 cm, 69.74 kg
5, Male, Tamil Nadu, 6177331646, 154.5 cm, 72.01 kg
58, Female, Maharashtra, 7123468744, 156.47 cm, 69.98 kg
89, Female, Rajasthan, 9368275352, 162.21 cm, 77.61 kg
84, Female, Punjab, 8277463322, 164.23 cm, 72.71 kg
41, Male, Nagaland, 7631185641, 149.61 cm, 72.82 kg
70, Female, Andhra Pradesh, 7461167678, 145.73 cm, 71.33 kg
11, Male, Kerala, 8576467118, 156.34 cm, 64.9 kg
38, Male, Rajasthan, 6751662625, 164.6 cm, 71.19 kg
28, Male, Andhra Pradesh, 8655657543, 154.28 cm, 73.26 kg
20, Male, Arunachal Pradesh, 8471462265, 162.36 cm, 72.26 kg
44, Male, Bihar, 7122781481, 159.78 cm, 75.37 kg
14, Female, Sikkim, 9628822243, 139.48 cm, 75.86 kg
25, Female, Goa, 7664451725, 151.84 cm, 79.04 kg
9, Male, Tripura, 9588428354, 147.13 cm, 72.98 kg
89, Male, Madhya Pradesh, 6875125371, 163.17 cm, 73.57 kg
89, Male, Manipur, 6886533871, 138.88 cm, 69.06 kg
44, Male, Gujarat, 8521484555, 156.99 cm, 73.23 kg
31, Male, Manipur, 9531343528, 175.28 cm, 70.05 kg
66, Male, Nagaland, 6181144531, 163.15 cm, 72.37 kg
84, Female, Telangana, 7351778584, 170.81 cm, 75.07 kg
26, Female, Arunachal Pradesh, 9524736576, 155.92 cm, 73.15 kg
18, Male, Rajasthan, 6312635558, 163.59 cm, 71.25 kg
83, Male, Bihar, 6485534668, 163.14 cm, 72.79 kg
93, Male, Bihar, 6252887324, 146.99 cm, 67.54 kg
96, Female, Himachal Pradesh, 6153236842, 147.6 cm, 68.98 kg
22, Male, Uttarakhand, 7372131157, 155.75 cm, 63.3 kg
47, Female, Arunachal Pradesh, 9618738426, 151.05 cm, 74.05 kg
17, Female, Rajasthan, 9267286887, 177.2 cm, 71.75 kg
40, Female, Goa, 7258178281, 163.24 cm, 67.05 kg
58, Male, Uttar Pradesh, 8676676184, 165.01 cm, 64.43 kg
60, Male, Kerala, 7641381844, 158.01 cm, 65.86 kg
39, Female, Odisha, 8132277258, 154.56 cm, 75.09 kg
52, Female, Goa, 9465447625, 148.77 cm, 78.5 kg
98, Male, Tripura, 7678867541, 170.39 cm, 70.99 kg
92, Female, Goa, 6234875434, 157.44 cm, 71.05 kg
56, Male, Punjab, 7616741185, 142.76 cm, 62.04 kg
93, Male, Uttar Pradesh, 7256428656, 161.49 cm, 67.24 kg
92, Male, Mizoram, 7732663215, 137.74 cm, 69.21 kg
32, Female, Telangana, 6862372612, 171.45 cm, 71.59 kg
87, Male, Arunachal Pradesh, 6527676438, 173.22 cm, 80.65 kg
23, Female, Meghalaya, 7772848445, 149.66 cm, 73.98 kg
44, Male, Madhya Pradesh, 9187873753, 153.97 cm, 77.69 kg
8, Female, Tamil Nadu, 9783113566, 153.17 cm, 70.26 kg
60, Female, Tamil Nadu, 8363334246, 176.19 cm, 68.96 kg
4, Male, Punjab, 8125644577, 153.11 cm, 75.9 kg
24, Male, West Bengal, 6827117837, 160.43 cm, 70.48 kg
84, Female, Punjab, 6838856711, 158.7 cm, 69.16 kg
30, Male, Goa, 9324881758, 170.77 cm, 55.93 kg
38, Male, Karnataka, 8232788745, 143.71 cm, 65.9 kg
85, Male, Andhra Pradesh, 7235745275, 145.95 cm, 58.61 kg
49, Female, Nagaland, 7384323843, 156.18 cm, 61.37 kg
88, Female, Himachal Pradesh, 8576321857, 159.76 cm, 70.07 kg
79, Male, Tripura, 6654313816, 166.87 cm, 67.19 kg
46, Male, Jharkhand, 9276525837, 168.38 cm, 72.67 kg
87, Female, Gujarat, 9414881747, 147.46 cm, 69.46 kg
80, Male, Rajasthan, 6258665613, 153.19 cm, 65.63 kg
6, Male, Andhra Pradesh, 6845862738, 150.6 cm, 63.67 kg
68, Male, Chhattisgarh, 8421116735, 148.76 cm, 62.63 kg
89, Female, West Bengal, 7485542838, 155.04 cm, 68.84 kg
2, Female, Uttar Pradesh, 7518574715, 170.54 cm, 72.56 kg
34, Male, Goa, 6837674854, 144.77 cm, 69.7 kg
50, Male, Meghalaya, 9317357486, 165.15 cm, 71.15 kg
30, Male, Uttarakhand, 8681254161, 160.31 cm, 79.83 kg
72, Male, Meghalaya, 7763138765, 158.72 cm, 67.61 kg
38, Female, Manipur, 9215464846, 152.23 cm, 60.77 kg
24, Female, Uttar Pradesh, 7878341262, 153.5 cm, 69.86 kg
60, Female, West Bengal, 8523638376, 162.7 cm, 71.88 kg
85, Female, Assam, 9136864661, 173.64 cm, 70.11 kg
37, Male, Bihar, 9485172853, 173.05 cm, 66.01 kg
62, Male, Assam, 6122686176, 172.16 cm, 73.3 kg
60, Female, Jharkhand, 7571517264, 159.74 cm, 75.69 kg
30, Female, Sikkim, 6646657447, 174.82 cm, 71.53 kg
24, Female, Karnataka, 8813676461, 152.08 cm, 78.38 kg
39, Female, Arunachal Pradesh, 6433853824, 172.62 cm, 69.83 kg
54, Male, Uttarakhand, 7386372143, 162.42 cm, 65.46 kg
43, Female, Madhya Pradesh, 8523611264, 153.14 cm, 65.33 kg
87, Female, Tripura, 6467741466, 163.91 cm, 65.56 kg
2, Male, Andhra Pradesh, 7357681522, 153.79 cm, 75.76 kg
60, Female, Nagaland, 9838182837, 164.53 cm, 66.97 kg
59, Male, Bihar, 9743541117, 154.36 cm, 65.54 kg
2, Female, Telangana, 8815685124, 163.7 cm, 69.88 kg
42, Female, Telangana, 9248458468, 168.62 cm, 77.2 kg
98, Male, Uttar Pradesh, 6177242548, 177.12 cm, 72.68 kg
16, Male, Assam, 9588365277, 170.97 cm, 67.84 kg
16, Female, Mizoram, 9376156587, 166.57 cm, 75.74 kg
12, Female, Manipur, 9565221286, 161.98 cm, 64.99 kg
95, Male, Uttar Pradesh, 8785518858, 148.46 cm, 66.59 kg
47, Male, Sikkim, 8372728437, 156.97 cm, 62.79 kg
80, Male, Jharkhand, 6553561125, 155.93 cm, 72.72 kg
35, Female, Assam, 8116232366, 165.35 cm, 74.62 kg
41, Male, Assam, 9288162283, 164.89 cm, 69.75 kg
23, Male, Haryana, 6652483153, 155.25 cm, 61.38 kg
73, Female, Rajasthan, 7882284843, 152.84 cm, 69.16 kg
83, Female, Meghalaya, 8163153547, 155.75 cm, 78.49 kg
91, Male, West Bengal, 7485327264, 167.36 cm, 61.85 kg
50, Male, Meghalaya, 6132547513, 157.87 cm, 74.89 kg
42, Female, Tripura, 6153784223, 168.99 cm, 72.34 kg
96, Male, Uttarakhand, 8482561172, 153.37 cm, 70.16 kg
90, Male, Manipur, 6241325874, 135.73 cm, 76.12 kg
